공고 번호,공고 차수,사업명,사업 금액,발주 기관,공개 일자,입찰 참여 시작일,입찰 참여 마감일,사업 요약,파일형식,파일명,공고번호_결측,공고차수_결측,입찰참여시작일_결측,입찰참여마감일_결측,사업금액_결측
20240523741,0.0,축산물이력관리시스템 개선(정보화 사업),196000000,축산물품질평가원,2024-05-20 14:07:02,2024-05-20 15:00:00,2024-06-11 10:00:00,"- 사업개요: 축산물이력관리시스템 개선을 통해 이력제 누리집, 이력관리시스템, 이력번호 조회 앱, 이력제 모바일 웹을 개선하고 사용자 편의성을 향상시킴
- 추진배경: 쇠고기, 돼지, 닭-오리-계란 이력제의 시행으로 전산시스템이 개발되어 제도 운영에 활용되고 있으며, 이를 개선하여 사용자 편의성을 높이고자 함
- 사업범위: 이력제 누리집, 이력관리시스템, 이력번호 조회 앱, 이력제 모바일 웹의 디자인, 메뉴, 기능 개선
- 기대효과: 축산물이력제 전산시스템의 개선을 통해 사용자 편의성을 향상시키고 제도 운영의 효율성을 높임
- 추진목표: 축산물이력관리시스템 개선을 통해 정보화 사업을 성공적으로 추진하여 전산시스템의 디자인, 메뉴, 기능을 개선하고 사용자 편의성을 향상시킴",pdf,축산물품질평가원_축산물이력관리시스템 개선(정보화 사업).pdf,False,False,False,False,False
20240524568,0.0,2024년 버스정보시스템 확대 구축 및 기능개선 용역,986945000,울산광역시,2024-05-20 17:23:27,2024-05-31 09:00:00,2024-06-04 17:00:00,"- 사업 개요: 2024년에 버스정보시스템을 확대 구축하고 기능을 개선하는 사업
- 추진배경: 대중교통 이용편의 제공을 위해 버스정보단말기(BIT)를 설치하여 실시간 정보 제공
- 사업범위: 울산광역시 내 버스정류장에 BIT 설치 및 프로그램 기능 개선
- 기대효과: 대중교통 이용 편의성 향상, 버스노선 전면 개편에 유연한 대응 가능
- 추진목표: 무중단 버스정보 서비스 제공을 위한 기반 구축",pdf,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.pdf,False,False,False,False,False
Unknown_34,-1.0,모바일오피스 시스템 고도화 용역(총체 및 1차),협의 예정,한국철도공사 (용역),2024-10-11 00:00:00,2024-10-18 00:00:00,2024-10-22 00:00:00,"- 사업 개요: 모바일오피스 시스템 고도화를 통해 모바일 업무지원 확대 및 서비스 연속성 확보
- 추진배경: 모바일오피스 사용량 증가에 따른 사용자 편의성 개선 및 처리속도 개선 필요
- 사업범위: 사용자 편의성 중심의 시스템 개선, 응답속도 향상, 기능 개선 및 신규 업무지원 기능 개발, 모바일오피스 운영서버 이중화
- 기대효과: 모바일오피스 사용성 개선, 반응속도 향상, 업무지원 앱 통합, 사용자 편의성 중심의 UI/UX 설계
- 추진목표: 6개월 이내에 사업 완료 및 모바일오피스 시스템 고도화 완료",pdf,한국철도공사 (용역)_모바일오피스 시스템 고도화 용역(총체 및 1차).pdf,True,True,False,False,True
20240413838,0.0,e나라도움 업무시스템 웹 접근성 컨설팅,70000000,한국재정정보원,2024-04-08 17:08:33,2024-04-15 10:00:00,2024-04-19 10:00:00,"- 사업개요: e나라도움 업무시스템의 웹 접근성 컨설팅 사업
- 추진배경: 정보통신접근성 관련 법규 준수, 웹 접근성 개선 필요성
- 추진목적: 정보취약층의 이용 편의성 증진 및 사용자 만족도 향상
- 추진방안: 관련 규정 준수 및 요구사항 상세화, 사업기간 내 사업관리 및 기능개선
- 사업내용: 웹 접근성 진단, 컨설팅, 품질관리, 교육
- 기대효과: 사용자 편의성 개선, 웹페이지 품질 향상, 정보공개 투명성 확보",pdf,한국재정정보원_e나라도움 업무시스템 웹 접근성 컨설팅.pdf,False,False,False,False,False
20240414353,0.0,경영정보시스템 기능개선,109000000,부산관광공사,2024-04-08 18:24:26,2024-04-17 09:00:00,2024-04-19 12:00:00,"- 사업개요: 부산관광공사 경영정보시스템 기능개선 용역
- 추진배경: 업무환경 변화에 따른 기능개선 필요
- 사업범위: 경영정보시스템 기능 개선 및 최적화
- 기대효과: 업무처리 효율성 및 편의성 향상
- 추진목표: 사용자 요구사항 반영 및 업무환경 개선",pdf,부산관광공사_경영정보시스템 기능개선.pdf,False,False,False,False,False
20240345257,1.0,"정읍체육트레이닝센터 통합운영관리시스템 구축 용역(협상에의한계약,긴급)",200000000,전북특별자치도 정읍시,2024-04-02 15:19:35,2024-04-05 10:00:00,2024-04-09 17:00:00,"- 사업 개요: 정읍체육트레이닝센터 통합운영관리시스템 구축
- 추진배경: 노후화된 운영시스템 개선, 체육시설 이용 편의성 개선, 대내외 홍보력 강화, 정보 제공 기능 강화, 다양한 디바이스에 대응 가능한 시스템 구축
- 사업범위: 회원관리시스템 구축, 온라인 예약 시스템 구축, H/W 연동 프로그램 제공, 감면기능 구현, 웹예약시스템 CMS 구축, 모바일 수강 신청 시스템 도입
- 기대효과: 운영관리의 표준화, 통계자료 구축, 편리한 예약 및 결제 절차 개선, 감면 서비스 제공, 웹예약시스템 신뢰성 및 안정성 확보, 다양한 기능 제공
- 추진목표: 체육시설 운영의 효율성 향상, 서비스 환경 개선, 사용자 친화적인 시스템 구축, 보안 및 개인정보 보호 강화, 결제 및 통합관리 기능 고도화",pdf,전북특별자치도 정읍시_정읍체육트레이닝센터 통합운영관리시스템 구.pdf,False,False,False,False,False
20241213403,0.0,학사시스템 기능개선 사업,157300000,광주과학기술원,2024-12-09 08:52:59,미정,2024-12-20 14:00:00,"- 사업 개요: 학사시스템 기능개선
- 사업 목적: 학사 시스템 업무 편리성 제고, 업무 효율성 극대화, 사용자 편의성 증대
- 사업 범위: 학사 조직개편에 따른 시스템 개선, 학위 연계과정 시스템 구축
- 기대 효과: 신속한 업무시스템 개발 및 서비스 제공, 업무 효율성 제고, 안정적인 시스템 운영 구축, 사용자 만족도 제고
- 추진 목표: 학사 시스템 기능 개선, 조직 간의 상호 연동되는 서비스 제공",pdf,광주과학기술원_학사시스템 기능개선 사업.pdf,False,False,True,False,False
20240404154,0.0,2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용역,493763000,서울특별시,2024-04-02 15:49:39,2024-04-19 09:00:00,2024-04-23 16:00:00,"- 사업개요: 2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 구축
- 추진배경 및 필요성: 외래관광객 유치, 개인화 및 로컬화된 관광 트렌드에 맞는 서비스 필요
- 사업범위: 매력서울지도 다국어 서비스 구축, 지도정보 플랫폼 고도화, 시각화 서비스 및 주소-좌표 변환 기능 고도화
- 기대효과: 소통행정 혁신, 외국인 관광객 편의 서비스 확대, 동행매력특별시 서울 정책 홍보, 다양한 지도 시각화 기능 제공",pdf,서울특별시_2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용.pdf,False,False,False,False,False
20241138828,0.0,2025년 통합접수시스템 운영,738820000,재단법인경기도일자리재단,2024-11-27 10:49:33,2024-11-27 11:00:00,2024-12-18 10:00:00,"- 2025년 통합접수시스템 운영 사업 개요: 일자리지원 접수서비스를 통합접수시스템에서 제공하여 비대면으로 이용할 수 있는 일자리플랫폼을 운영
- 추진배경 및 필요성: 언제 어디서나 비대면으로 이용 가능한 일자리플랫폼의 필요성 대두
- 사업내용: 통합접수시스템 운영, 기능개선, 유지보수, 통합회원 DB 운영, 정보보안 및 개인정보보호
- 사업범위: 통합접수시스템 운영 및 기능개선, 통합회원 DB 운영 및 안정화, 정보보안 및 개인정보보호, 시스템 운영 전반에 따른 재단 협조 요청사항 지원
- 기대효과: 플랫폼 활성화 및 사용자 편의성 확대, 24시간 무중단 운영, 도민에게 일자리 서비스 제공",pdf,재단법인경기도일자리재단_2025년 통합접수시스템 운영.pdf,False,False,False,False,False
20241138864,0.0,을지대학교 비교과시스템 개발,협의 예정,을지대학교,2024-11-27 10:51:02,미정,2024-12-05 17:00:00,"- 사업 개요: 을지대학교 비교과시스템 및 교육과정인증 관리 시스템 구축
- 추진배경: 대학환경 변화와 정보기술 변화에 대응하며 업무효율성 증대
- 사업범위: 비교과 관리 시스템 및 교육과정인증 관리 시스템 개발 및 기존 시스템 수정 및 재개발
- 기대효과: 다양한 요구사항 충족, 서비스 개선 및 확장성 확보, 업무효율성 증대, 개인정보보호 확보
- 추진목표: 기반시스템 마련, 서비스 개선 및 확장성 확보, 업무효율성 증대, 개인정보보호 확보",pdf,을지대학교_을지대학교 비교과시스템 개발.pdf,False,False,True,False,True
20241139040,0.0,대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전산시스템 구축,60000000,대전대학교,2024-11-27 11:36:47,미정,2024-12-09 11:00:00,"- 사업개요: 대전대학교에서 다층적 융합 학습경험 플랫폼(MILE)구축 사업을 추진함. 
- 추진배경 및 목적: 융합교육을 강화하기 위해 학생 개별 학습 상황을 모니터링하고 피드백하는 체계적 코칭이 필요하며, 유연한 학사 운영과 학문적 경계를 넘어선 학습 기회를 제공하여 학생들의 학업 성취를 향상시키고 융합 교육 활성화를 도모함. 
- 사업범위: 다층적 융합 학습경험 플랫폼(MILE) 시스템 구축을 통해 학생 모니터링, 졸업자가진단 및 나노/마이크로디그리 관련 화면 고도화, 교수역량진단 개편 및 ACT 교과 인증 강좌개설 화면 연계 기능을 구현함. 
- 기대효과: 학생 맞춤형 학습 경로 제공과 학습 성과 추적 및 피드백 제공, 융합 교육 활성화를 통한 학업 성취 향상 및 유연한 학사 운영을 통한 융합 교육 확산을 기대함. 
- 추진목표: 융합 교육 학습 성과 강화, 학생 맞춤형 학습경로 제공, 유연한 학사 운영 및 융합 교육 프로그램 지원을 목표로 함.",pdf,대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.pdf,False,False,True,False,False
20240723270,0.0,2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구축 사업,212300000,한국연구재단,2024-07-18 12:58:49,2024-07-26 10:00:00,2024-07-30 14:00:00,"- 2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구축 사업
- 연구사업통합지원시스템(e-R&D)과 연계하여 연구과제 정보 데이터 구축
- 인문사회분야 학술지원사업 연구성과물의 이용자 서비스 효율성 제고
- One-Stop Service 통합 포털 시스템 운영으로 학술연구성과물의 국내외 유통 확산 강화
- 주기적인 학술활동 결과물 수집 및 구축을 통한 서비스 최신성 제고",pdf,한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구.pdf,False,False,False,False,False
20240723668,0.0,전문대학 혁신지원사업 서영대학교 차세대 교육혁신지원시스템  3단계 구축 용역 재공고,950000000,서영대학교 산학협력단,2024-07-18 15:12:16,2024-07-24 09:00:00,2024-07-29 14:00:00,"- 사업 개요: 서영대학교 차세대 교육혁신지원시스템 3단계 구축 사업
- 추진배경 및 사업목적: 대학 비전 실현과 정보서비스 제공, 업무 프로세스 개선을 통한 효율적인 시스템 구축
- 사업범위: 업무 프로세스 표준화, 정보시스템 구축, 시스템 연계 및 연동
- 추진목표: 업무 효율성 향상, UI/UX 환경 구축, 사용자 중심의 정보서비스 제공, 의사결정 지원체계 구축, 최신 IT 기술 접목한 시스템 구축
- 기대효과: 대학 경쟁력 강화, 안정적 시스템 사용 환경 구현, 소통-협업 강화, 정보보안 및 개인정보보호 준수, 시스템 통합",pdf,서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.pdf,False,False,False,False,False
20241130016,0.0,농산물가격안정기금 정부예산회계연계시스템 고도화 용역,391542840,한국농수산식품유통공사,2024-11-21 11:19:49,2024-11-28 10:00:00,2024-12-03 10:00:00,"- 농산물가격안정기금 정부예산회계연계시스템을 고도화한다.
- 추진배경은 국가결산체계 개편에 따른 시스템 적용 필요성이다.
- 사업범위는 주요 변동사항 시스템 적용 및 결산 프로세스 개선 등이다.
- 기대효과는 국가결산 대비 안정적이고 정확한 결산 업무지원과 업무 효율성 향상이다.
- 추진목표는 농산물가격안정기금 시스템 정보관리체계를 구축하는 것이다.",pdf,한국농수산식품유통공사_농산물가격안정기금 정부예산회계연계시스템 .pdf,False,False,False,False,False
Unknown_46,-1.0,의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차),50000000,BioIN,2024-09-05 00:00:00,미정,미정,"- 사업명: 의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(올인원 플랫폼 구현 등)
- 추진 배경: 한국보건산업진흥원이 정보관리기관으로 지정되어 혁신의료기기 연구개발 정보를 수집하고 보급하기 위해 필요
- 사업범위: 의료기기 연구개발 관련 정보를 전문적으로 관리하는 기관으로 기능개선 및 올인원 플랫폼 구현
- 기대효과: 의료기기 연구개발의 효율적 촉진, 국내외 혁신의료기기 정보의 체계적이고 종합적인 관리 및 보급
- 추진목표: 한국보건산업진흥원의 정보관리기관 역할 강화, 의료기기산업의 연구개발 지원 강화",pdf,BioIN_의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차).pdf,True,True,True,True,False
Unknown_47,-1.0,[재공고]차세대 통합정보시스템(ERP) 구축,14107009000,한국가스공사,2024-08-08 00:00:00,미정,2024-09-09 15:00:00,"- 사업목적: 기술지원 종료에 대비한 ERP 업그레이드로 안정적 서비스 제공 및 업무생산성 향상
- 주요 사업내용: SAP ERP 전환, 업무 프로세스 개선, 생산공급 시스템 재구축, 전사 포털 및 업무 포털 신규 구축, 업무 프로세스 자산화 및 관리시스템 도입
- 신규 도입 소프트웨어 내역: Process Asset Management System(PAMS) 솔루션, EAI/API 연계 솔루션, SSO 통합 인증 솔루션, 웹전환 솔루션, SAP S/4 HANA 라이선스
- 신규 도입 인프라 내역: S/4 HANA DB 서버, 운영 AP 서버, 개발 서버, SAN 스위치, 스토리지, 네트워크 스위치, LDM 서버, 외부연계 서버, 백업 S/W, 백업 서버, 백업 스토리지",pdf,한국가스공사_[재공고]차세대 통합정보시스템(ERP) 구축.pdf,True,True,True,False,False
Unknown_48,-1.0,2024년 이러닝시스템 운영 용역,773801000,국민연금공단,2024-02-13 00:00:00,2024-02-21 10:00:00,2024-02-26 10:00:00,"- 사업개요: 2024년 이러닝시스템 운영 용역 제안
- 추진배경: 비대면 교육수요 증가, 직원 역량 강화 필요성
- 사업범위: 교육과정 운영, 이러닝시스템 운영, 콘텐츠 개발ㆍ관리
- 기대효과: 직무 전문성 강화, 직원 역량 강화, 상시 학습 활성화․효율화",pdf,국민연금공단_2024년 이러닝시스템 운영 용역.pdf,True,True,False,False,False
Unknown_49,-1.0,사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보완 개발,415977877,국민연금공단,2024-06-05 00:00:00,2024-06-28 10:00:00,2024-07-02 10:00:00,"- 사업명: 사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보완 개발
- 추진 근거: 보건복지부 국민연금정책과-948(2023.12.29.)호 “소규모사업장 저소득근로자에 대한 연금보험료 지원 등에 관한 고시 등 개정 통보”
- 추진 목표: 사업장 사회보험료 지원에 관한 고시 개정 사항을 적기에 개발-운영하여 시스템 안정화 및 업무처리 효율화 도모
- 주요 개발내용: 소득 관련 시스템 개발 및 보완, 사업장 동일성 인정기준 개선, 일용근로자 지원기준 변경에 따른 자격 및 징수 시스템 개발 및 보완, 사업장 사회보험료 지원 실태조사 시스템 개발 및 보완, 사업장 사회보험료 지원 시스템 보완, 고시 및 법-지침 개정에 따른 사업장 연금보험료 징수 시스템 개발 및 보완",pdf,국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.pdf,True,True,False,False,False
20241120435,0.0,2025년도 중이온가속기용 극저온시스템 운전 용역,743070000,기초과학연구원,2024-11-15 09:53:46,2024-11-22 10:00:00,2024-11-26 14:00:00,"- 사업 개요: 2025년도 중이온가속기용 극저온시스템 운전 용역
- 추진배경: 안전하고 안정적인 중이온가속기 운영을 위한 극저온시스템 모니터링 및 제어 필요
- 사업범위: 극저온시스템의 운전 업무 수행 (가동기간 및 휴지기간)
- 기대효과: 극저온시스템 안전하고 안정적인 운영, 운전 경험 통합 및 문서화
- 추진목표: 2025년 동안 중이온가속기용 극저온시스템 운전 업무 수행",pdf,기초과학연구원_2025년도 중이온가속기용 극저온시스템 운전 용역.pdf,False,False,False,False,False
20241118572,0.0,2025년도 행정정보시스템 위탁운영사업,102253417,중앙선거관리위원회,2024-11-15 11:18:43,2024-11-24 00:00:00,2024-11-26 10:00:00,"- 사업 개요: 2025년도 행정정보시스템 위탁운영 사업
- 추진배경: 행정정보시스템의 안정적 운영환경 조성 및 지원체계 확립
- 사업범위: 행정정보시스템 유지관리 및 운영지원, 헬프데스크 운영
- 기대효과: 행정정보시스템의 안정성 확보 및 사용자 만족도 제고
- 추진목표: 전문 인력 상주 및 기술지원을 통한 시스템의 효율적 유지관리 및 안정적 운영",pdf,중앙선거관리위원회_2025년도 행정정보시스템 위탁운영사업.pdf,False,False,False,False,False
20240531013,1.0,아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교육시스템 고도화 2차사업,35750000,대검찰청,2024-05-30 10:20:19,2024-05-31 09:30:00,2024-05-31 12:00:00,"- 아태 사이버범죄 역량강화 허브(APC-HUB)의 홈페이지 및 온라인교육시스템을 고도화하는 프로젝트
- 허브는 아시아-태평양 지역에서 사이버범죄 대응 역량을 강화하기 위한 중심지로 역할하며, 온라인 교육과 정보 교환 등을 제공
- 홈페이지 업그레이드 및 보안 강화, 온라인 교육시스템 기능 개선 등을 통해 허브의 기능과 협력을 강화
- 프로젝트는 5개월 동안 진행되며, 제한경쟁입찰과 협상에 의한 계약 방식으로 진행됨
- 자세한 사항은 입찰 공고서를 참고해야 함",pdf,대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.pdf,False,False,False,False,False
20240535775,0.0,통합정보시스템 고도화 용역,140000000,한국한의학연구원,2024-05-30 09:04:12,2024-05-30 10:00:00,2024-06-11 11:00:00,"- 사업 개요: 통합정보시스템 고도화 용역으로 기관생명윤리, 동물실험윤리, 국가연구개발사업 연구비 사용기준 준수, 기능개선 등의 사업 범위를 포함한다.
- 추진배경: 기관의 업무 프로세스 구축 및 개선, 통합정보시스템 고도화의 필요성에 기인한다.
- 사업범위: 기관생명윤리, 동물실험윤리, 국가연구개발사업 연구비 사용기준 준수, 연구계획 관리, 전자결재서식 연동, 기능개선 등의 업무를 포함한다.
- 기대효과: 업무 효율성 향상, 자료 관리 및 공유의 편리성, 사용자 편의성을 고려한 시스템 구현 등이 예상된다.
- 추진목표: 기관의 업무 프로세스 구축 및 개선, 통합정보시스템 고도화를 통해 업무 효율성을 향상시키는 것이 목표이다.",pdf,한국한의학연구원_통합정보시스템 고도화 용역.pdf,False,False,False,False,False
20240539319,0.0,한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도화 용역,397000000,한국어촌어항공단,2024-05-30 09:29:26,2024-05-30 09:30:00,2024-05-30 11:00:00,"- 사업개요: 차세대 경영관리시스템(ERP-GW) 기능 고도화 용역
- 추진배경: 공단의 업무 효율성 개선, 사업관리 기능 강화, 경영 효율화, 정보시스템 개선
- 사업범위: ERP 시스템 기능 고도화, 그룹웨어 시스템 기능 고도화, 보안 취약점 개선
- 기대효과: 의사결정 속도 및 정확성 개선, 업무 효율화, 시스템 환경 대응력 강화
- 추진목표: 업무 프로세스 표준화, 정보․프로세스 연계공유, 프로세스 자산 관리체계 수립",pdf,한국어촌어항공단_한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도.pdf,False,False,False,False,False
20240539643,0.0,2세대 전자조달시스템  기반구축사업,94000000,한국생산기술연구원,2024-05-30 11:00:23,2024-05-30 13:00:00,2024-05-30 15:00:00,"- 사업명: 2세대 전자조달시스템 기반구축사업
- 추진목적: 차세대 나라장터 개통에 대비하여 구매조달 업무 연속성 확보 및 시스템 개선
- 추진전략: 2세대 전자조달 연계 모듈 설계 및 구축, 구매조달 업무처리 프로세스 분석 및 협의체계 구축
- 과업내용: 조달청 차세대나라장터와 내부 구매조달시스템 연계 모듈 구축, 전자문서 개발 및 기관 내부 구매조달시스템 개발, 기존 연계데이터 이관작업
- 상세 요구사항: 총 56개의 요구사항으로 이뤄져 있으며, 기능, 성능, 인터페이스, 데이터, 테스트, 보안, 품질, 제약사항, 프로젝트관리, 프로젝트지원 등의 요구사항이 포함됨",pdf,한국생산기술연구원_2세대 전자조달시스템  기반구축사업.pdf,False,False,False,False,False
20240611568,0.0,서민금융진흥원 서민금융 채팅 상담시스템 구축,230000000,서민금융진흥원,2024-06-11 09:40:28,2024-06-11 10:00:00,2024-06-24 16:00:00,"- 사업 개요: 서민금융진흥원에서는 서민금융 채팅 상담 시스템을 구축하고자 함. 
- 추진배경: 1397 콜센터의 상담 요청에 대한 상담시간 적체 예방과 서민금융 수요자에게 다양한 상담채널을 제공하기 위함. 
- 사업범위: 웹기반 자체 채팅 기능 구축, 채팅상담과 전화상담을 통한 실시간 상담 서비스 제공, 상담원의 다중 상담 기능 제공 등. 
- 기대효과: 콜센터 이용 만족도 향상, 상담시간 적체 예방, 서민금융 수요자에게 다양한 상담채널 제공 등. 
- 추진목표: 서민금융 채팅 상담 시스템 구축 및 운영.",pdf,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.pdf,False,False,False,False,False
20240611774,0.0,2024년 BIFF & ACFM 온라인서비스 재개발 및 행사지원시스템 공급 용역 입찰 공고의 건,243000000,(사)부산국제영화제,2024-06-11 10:36:44,2024-06-11 11:00:00,2024-07-02 16:00:00,"- BIFF&ACFM 온라인서비스 재개발 및 행사지원시스템 공급
- 웹표준, 웹접근성 및 웹 UI 개선을 통한 사용자 중심의 웹서비스 제공
- BIFF와 ACFM 웹사이트 디자인 개선 및 브랜드 가치 제고
- 다양한 시스템 및 외부 시스템 연동을 통한 편의성 제고
- 모바일 앱 개발 및 다양한 시스템 공급을 통한 확장성 제고",pdf,(사)부산국제영화제_2024년 BIFF & ACFM 온라인서비스 재개발 및 행사지원시.pdf,False,False,False,False,False
20240605067,0.0,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입찰 공고,300000000,수협중앙회,2024-06-05 10:02:59,미정,2024-07-02 13:00:00,"- 사업개요: 수협중앙회 수산물 사이버직매장 재구축을 위한 ISMP 수립 제안 요청서
- 추진배경: 정보시스템 노후화로 인한 장애 위험, 유지관리 한계, 보안 및 업무 효율 문제 등
- 사업범위: 사이버직매장 시스템 구축 및 고도화
- 기대효과: 쾌적하고 스마트한 온라인 쇼핑 환경 구축, 업무 프로세스 개선, 중앙회-회원조합 간 상생 플랫폼 구축
- 추진목표: 온라인 쇼핑 환경 개선, 업무프로세스 개선, 온-오프라인 상생 플랫폼 구축",pdf,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.pdf,False,False,True,False,False
20240605351,0.0,기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고도화 사업,57000000,대한상공회의소,2024-06-05 11:12:09,미정,2024-06-14 14:00:00,"- 기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고도화 사업
- 재생에너지 거래를 위한 수요기업과 공급기업간 매칭시스템 고도화
- 기업 재생에너지 지원센터 사업 홍보 및 홈페이지 콘텐츠 보강
- 시스템 기능 개선, 콘텐츠 추가 및 보강, 홈페이지 디자인 개선, 관리자 기능 강화 및 통계 시스템 구축, 기타 플랫폼 연계 지원
- 개인정보보호 요구사항 준수, 시스템 사용 및 유지보수 지원",pdf,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.pdf,False,False,True,False,True
20240605366,0.0,2024년도 평택시 버스정보시스템(BIS) 구축사업,999494600,경기도 평택시,2024-06-05 11:15:53,2024-06-13 10:00:00,2024-06-17 10:00:00,"- 사업개요: 2024년도 평택시 버스정보시스템(BIS) 구축사업 용역
- 추진배경: 대중교통 서비스 개선과 광역 버스정보시스템 구축사업의 호환성과 상호 운영성 확보
- 사업범위: 평택시 전역의 버스정류장 안내단말기 확충, 모든 버스의 정보를 제공하는 시스템 구축
- 기대효과: 대중교통 서비스의 질 향상, 광역 버스정보시스템과의 호환성 및 상호 운영성 확보
- 추진목표: 평택시 버스정보시스템(BIS) 구축 및 운영, 버스정보 제공 대상 확대",pdf,경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.pdf,False,False,False,False,False
20241211469,2.0,평택시 강소형 스마트시티 AI 기반의 영상감시 시스템 및 홍수감시 시스템 연동 개발,341000000,케빈랩 주식회사,2024-12-10 17:16:26,미정,2024-12-16 11:00:00,"- 추진배경: 2023 평택시 강소형 스마트시티 조성사업 공모 선정 성과를 성공적으로 전개하기 위해 추진되는 사업. 다양한 설치 시설물의 원활한 운영을 위한 효과적인 운영 관리 기법 필요. AI 플랫폼 도입을 통한 다양한 영상 데이터 분석 시스템 필요.
- 사업범위: 영상 AI감지 및 홍수감시 연동 시스템 구축을 통한 실시간 현장 영상 중계 및 커뮤니케이션 플랫폼 개발, 홍수감시를 위한 CCTV 연동 시스템 구축, AI영상기반 도시데이터 수집 중계 플랫폼 개발 등 다양한 사업 범위 포함.
- 기대효과: 영상을 통한 사고 예방, 증거채증, 상태 관리 등의 효과, 평택시 강소형 스마트시티 조성사업의 연계 사업을 위한 데이터 제공, 통합관제 시스템과의 연동을 통한 정확도 및 신뢰도 향상.
- 추진목표: 계약체결일로부터 2025년 12월 31일까지 사업을 완료하는 것.",pdf,케빈랩 주식회사_평택시 강소형 스마트시티 AI 기반의 영상감시 시스템 .pdf,False,False,True,False,False
20241217596,0.0,한국로봇산업진흥원 사업관리시스템 온라인평가 체계 구축,77241000,한국로봇산업진흥원,2024-12-10 15:18:22,2024-12-11 09:00:00,2024-12-11 12:00:00,"- 사업명: 한국로봇산업진흥원 사업관리시스템 온라인평가 체계 구축
- 추진배경 및 필요성: 지원사업의 평가업무 비효율 및 통합 관리 필요, 업무처리 효율성 향상과 행정처리 업무 간소화, 평가 업무의 투명성 제고, 범용적인 평가 시스템 구축
- 사업범위: 온라인 평가 시스템 구축, 정보화 프로세스 정립, 평가위원 관리 및 추천 시스템 구축, 평가업무 관리 체계 강화
- 기대효과: 평가자료 전산화로 정보 유출 방지, 사업관리시스템 신뢰도 강화, 행정업무 효율성 강화, 평가위원 선정 투명성 극대화",pdf,한국로봇산업진흥원_한국로봇산업진흥원 사업관리시스템 온라인평가 .pdf,False,False,False,False,False
20241218257,0.0,2025년 아이돌봄인력 인적성 검사 정보시스템 운영,172700000,한국건강가정진흥원,2024-12-10 17:43:31,2024-12-10 18:00:00,2024-12-23 10:00:00,"- 추진배경: 국정과제인 아동돌봄체계 강화와 개인정보보호법 준수를 위해 아이돌봄인력 인적성 검사 정보시스템 운영 필요
- 사업개요: 2025년까지 아이돌봄인력 인적성 검사 정보시스템 운영 및 유지보수
- 사업범위: 인-적성 프로그램 기능 수정 및 안정화, 정보시스템 유지관리, 개인정보보호 및 정보보안 강화
- 기대효과: 안전한 돌봄 환경 조성, 효율성 제고, 정책지원 및 제도개선 지원, 돌봄인력 관리 강화",pdf,한국건강가정진흥원_2025년 아이돌봄인력 인적성 검사 정보시스템 운영.pdf,False,False,False,False,False
